Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_10/e0deae2d_efac_449e_a15c_a3b700afec74/preview_00049572_001.jpg,alabastron,"No: 1897,0401.1252",,,,"Pottery alabastron of Base Ring I ware; hand-made; short cylindrical neck with everted rim; biconical body with slightly flattened base; three horizontal pierced lugs spaced around shoulder; thin, lustrous reddish brown to dark brown slip; burnished; decorated in white paint above shoulder with framed band of concentric chevrons with a central line between handles, dots on rim; fabric light brown; small hole in side.",,,,,,,Late Cypriot II,1450BC-1340BC,Made in: Cyprus,Excavated/Findspot: Enkomi,pottery,Base Ring Ware,type series: Base Ring I,painted; pierced; handmade; slipped; burnished,Diameter: 10 centimetres; Height: 6 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.1252",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/0c378fb1_9f74_4e99_98dd_a3b700875e1d/preview_00040637_001.jpg,alabastron,"No: 1897,0401.1083",,,,"Pottery three-handled, straight-sided alabastron; wheel-made; decorated with painted bands; sets of vertical strokes interspersed with U motif on shoulder; concentric circles on base.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 12.30 centimetres; Height: 9.30 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",,,,1897,,,Greek and Roman,,"1897,0401.1083",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/d4c72714_414d_4482_80d6_a3b700876576/preview_00040643_001.jpg,alabastron,"No: 1897,0401.1116",,,,"Pottery two-handled, straight-sided alabastron; wheel-made; decorated with painted bands and oblique arcs on shoulder; concentric circles on base.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 9.10 centimetres; Height: 7.40 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.1116",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/dfd3873b_913f_4eeb_933d_a3b700873a6e/preview_00040665_001.jpg,alabastron,"No: 1897,0401.1280",,,,"Pottery two-handled, straight-sided alabastron; wheel-made; decorated with painted bands and vertical lines on shoulder; concentric circles on base.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 11 centimetres; Height: 8.20 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.1280",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/f3415088_3d46_4a61_a4ea_a3b70087fdac/preview_00040809_001.jpg,alabastron,"No: 1897,0401.946",,,,"Pottery three-handled, straight-sided alabastron; wheel-made; decorated with painted bands and chevrons on shoulder; concentric circles on base; the rim is chipped.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 12.40 centimetres; Height: 10.10 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.946",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/34041c90_ba12_4f12_a8c3_a3b700873be0/preview_00040666_001.jpg,alabastron,"No: 1897,0401.1096",,,,"Pottery two-handled, straight-sided alabastron; wheel-made; decorated with painted bands and N pattern on shoulder; concentric circles on base.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 10.70 centimetres; Height: 8.40 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.1096",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/4660b75d_c419_4958_906c_a3b7008754dd/preview_00040631_001.jpg,alabastron,"No: 1897,0401.1016",,,,"Pottery three-handled, straight-sided alabastron; wheel-made; decorated with painted bands and oblique lines on the shoulder; concentric circles on base; the rim is chipped.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 8.50 centimetres; Height: 7.70 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Furumark 1941 / The Mycenaean Pottery. Analysis and Classification.; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.1016",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/acc9ff76_a701_4a1a_86cb_a3b7008ef6c7/preview_00043236_001.jpg,alabastron,"No: 1897,0401.1014",,,,"Pottery three-handled, straight-sided alabastron; wheel-made; decorated with painted bands and oblique lines on the shoulder; spiral on base.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 8.30 centimetres; Height: 8 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Furumark 1941 / The Mycenaean Pottery. Analysis and Classification.; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.1014",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/a5226789_f608_4cb2_ae96_a3b70087ff97/preview_00040810_001.jpg,alabastron,"No: 1897,0401.947",,,,"Pottery three-handled, straight-sided alabastron; wheel-made; decorated with painted bands on the body and oblique lines on the shoulder; concentric circles on base; surface worn.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 8.70 centimetres; Height: 8 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Furumark 1941 / The Mycenaean Pottery. Analysis and Classification.; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.947",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/514a8ed1_be68_432c_b4a0_a3b700875379/preview_00040630_001.jpg,alabastron,"No: 1897,0401.1013",,,,"Pottery three-handled, straight-sided alabastron; wheel-made; decorated with painted bands and vertical strokes on the shoulder and a central spiral with concentric circles on base.",,,,,,,Late Helladic IIIA2; Late Helladic IIIB,1375BC-1200BC,Made in: Greece,Excavated/Findspot: Enkomi,pottery,,,wheel-made; painted,Diameter: 8.60 centimetres; Height: 7.30 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Furumark 1941 / The Mycenaean Pottery. Analysis and Classification.; Crewe 2009 / Enkomi",Not on display,,,,,,,,"From: Turner Bequest Excavations, Enkomi",Funded by: Emma Tourner Turner (bequest),,,1897,,,Greek and Roman,,"1897,0401.1013",,,
